Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
704C76327476586F6655446E59736B7A37644B686A413D3D,68655A655954683153327A32755A38516B574D6C76413D3D,Основы проектной графики в промышленном дизайне,4,2016/2017,2,54.03.01 Дизайн,Очная,Бакалавр,Отчисленный
704C76327476586F6655446E59736B7A37644B686A413D3D,68655A655954683153327A32755A38516B574D6C76413D3D,Эргономика и антропометрия,4,2016/2017,2,54.03.01 Дизайн,Очная,Бакалавр,Отчисленный
704D41784D6152704B66523355334167792F456F52673D3D,4F38367A38395079576258584B316244666738796C513D3D,Экономика 2.4,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
70526D76385067642F66454E55564876652B69316F413D3D,39552F535A4F337262464244767044785677314F6F773D3D,Геоинформационные системы,4,2016/2017,2,05.03.06 Экология и природопользование,Очная,Бакалавр,Отчисленный
7052764D722B772F4C65765349495637564E2B736F413D3D,4E4E77683375636A36575735706558756E496C6C73513D3D,Механика 2.2,4,2016/2017,2,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
7052764D722B772F4C65765349495637564E2B736F413D3D,4E4E77683375636A36575735706558756E496C6C73513D3D,Процессы и аппараты химической технологии,7,2018/2019,2,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
7052764D722B772F4C65765349495637564E2B736F413D3D,4E4E77683375636A36575735706558756E496C6C73513D3D,Химия 1.1,1,2015/2016,3,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",Очная,Бакалавр,Отчисленный
7054536A6869494F436463697667704A425935465A513D3D,6F6F612B4B347932336D61555059416C732F702B4D773D3D,Планирование и обработка экспериментальных данных,3,2016/2017,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
7054536A6869494F436463697667704A425935465A513D3D,6F6F612B4B347932336D61555059416C732F702B4D773D3D,Экономика 2.1,6,2017/2018,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
70565969636B686D636B3237624C77477248474346513D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Базы данных,6,2017/2018,3,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
70565969636B686D636B3237624C77477248474346513D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Компьютерные модели и их применение,8,2018/2019,4,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
70565969636B686D636B3237624C77477248474346513D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Математическая статистика,4,2016/2017,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
70565969636B686D636B3237624C77477248474346513D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Экономика 2.5,6,2017/2018,4,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
70565969636B686D636B3237624C77477248474346513D3D,397A4155356D41694B746F522B2B6A4751304B2B4A673D3D,Языки и методы программирования,2,2015/2016,2,01.03.02 Прикладная математика и информатика,Очная,Бакалавр,Отчисленный
7056763168777235753555444E576C464C77436854513D3D,4A2F426F47764F314164476C34784F2B4358326770673D3D,Методы измерения ядерных материалов и полей ионизирующих излучений,3,2016/2017,4,14.04.02 Ядерные физика и технологии,Очная,Магистр,Отчисленный
70583345416935755746767A4750384D537345735A513D3D,49413762495730614C6A344974707551505759492F413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
70583345416935755746767A4750384D537345735A513D3D,49413762495730614C6A344974707551505759492F413D3D,Экономика 2.1,6,2017/2018,3,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
7061586B6B6B74632F6B3765554455384C37643441413D3D,4747756354685851332B7A68646C774B5850754F4D773D3D,Проектирование предприятий технического сервиса,7,2017/2018,2,35.03.06 Агроинженерия,Очная,Бакалавр,Отчисленный
7064525457505253753069433647424E774F61314B413D3D,5643756335554537764F36684E76374C5554333077773D3D,Крепление и заканчивание скважин в осложнённых условиях,3,2016/2017,3,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
706654354F582B3637304B6C64584864547732316B513D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
706654354F582B3637304B6C64584864547732316B513D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Силовая электроника,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
706654354F582B3637304B6C64584864547732316B513D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Системы электроснабжения летательных аппаратов,8,2018/2019,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
706654354F582B3637304B6C64584864547732316B513D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Экономика 2.4,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
706654354F582B3637304B6C64584864547732316B513D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Электрические и электронные аппараты,6,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
706654354F582B3637304B6C64584864547732316B513D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
70677945654F6F43584852316C3542363052363334673D3D,54536A6E5434594A527958676D4D6133305174456E413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
70677945654F6F43584852316C3542363052363334673D3D,54536A6E5434594A527958676D4D6133305174456E413D3D,Экономика 2.1,6,2017/2018,4,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
706A307439686E2F6533392B674B70563145455879673D3D,2B3873446334666F496161786959526E7348624131513D3D,Специальные вопросы электроснабжения,3,2016/2017,3,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
706B495846646B546979682B526B52373241447736673D3D,6F46344857794F4D4C7552744B682B527275345674413D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
706F47734F74715753413259726572547636684544513D3D,6F4F686974634C6541314B757546485A512B594562413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
